cs,species,extant,community,class
43,virginia_valeriae,1,Community,Amphibians
43,sceloporus_undulatus,1,Community,Amphibians
43,plestiodon_anthracinus,1,Community,Amphibians
43,plestiodon_fasciatus,1,Community,Amphibians
43,plestiodon_inexpectatus,1,Community,Amphibians
43,plestiodon_laticeps,1,Community,Amphibians
43,scincella_lateralis,1,Community,Amphibians
43,aspidoscelis_sexlineata,1,Community,Amphibians
43,crotalus_horridus,1,Community,Amphibians
43,sistrurus_miliarius,1,Community,Amphibians
43,sternotherus_odoratus,1,Community,Amphibians
43,lampropeltis_nigra,1,Community,Amphibians
43,castor_canadensis,1,Community,Amphibians
43,dasypus_novemcinctus,1,Community,Amphibians
43,glaucomys_volans,1,Community,Amphibians
43,lasionycteris_noctivagans,1,Community,Amphibians
43,lasiurus_cinereus,1,Community,Amphibians
43,lasiurus_intermedius,1,Community,Amphibians
43,lasiurus_seminolus,1,Community,Amphibians
43,myotis_austroriparius,1,Community,Amphibians
43,peromyscus_leucopus,1,Community,Amphibians
43,perimyotis_subflavus,1,Community,Amphibians
43,corynorhinus_rafinesquii,1,Community,Amphibians
43,sciurus_niger,1,Community,Amphibians
43,sigmodon_hispidus,1,Community,Amphibians
43,sorex_longirostris,1,Community,Amphibians
43,blarina_carolinensis,1,Community,Amphibians
43,spilogale_putorius,1,Community,Amphibians
43,neogale_frenata,1,Community,Amphibians
43,procyon_lotor,1,Community,Amphibians
43,odocoileus_virginianus,1,Community,Amphibians
43,tamias_striatus,1,Community,Amphibians
43,microtus_pinetorum,1,Community,Amphibians
43,neotoma_floridana,1,Community,Amphibians
43,ochrotomys_nuttalli,1,Community,Amphibians
43,reithrodontomys_humulis,1,Community,Amphibians
43,canis_latrans,1,Community,Amphibians
43,eptesicus_fuscus,1,Community,Amphibians
43,lasiurus_borealis,1,Community,Amphibians
43,lontra_canadensis,1,Community,Amphibians
43,lynx_rufus,1,Community,Amphibians
43,mus_musculus,1,Community,Amphibians
43,myotis_lucifugus,1,Community,Amphibians
43,nycticeius_humeralis,1,Community,Amphibians
43,reithrodontomys_fulvescens,1,Community,Amphibians
43,tadarida_brasiliensis,1,Community,Amphibians
43,urocyon_cinereoargenteus,1,Community,Amphibians
43,vulpes_vulpes,1,Community,Amphibians
43,didelphis_virginiana,1,Community,Amphibians
43,sylvilagus_aquaticus,1,Community,Amphibians
43,sylvilagus_floridanus,1,Community,Amphibians
43,cryptotis_parva,1,Community,Amphibians
43,scalopus_aquaticus,1,Community,Amphibians
43,mephitis_mephitis,1,Community,Amphibians
43,neogale_vison,1,Community,Amphibians
43,ursus_americanus,1,Community,Amphibians
43,sciurus_carolinensis,1,Community,Amphibians
43,peromyscus_gossypinus,1,Community,Amphibians
43,oryzomys_palustris,1,Community,Amphibians
43,plethodon_ainsworthi,1,Community,Amphibians
43,necturus_beyeri,1,Community,Amphibians
43,dryophytes_squirellus,1,Community,Amphibians
43,ambystoma_texanum,1,Community,Amphibians
43,lithobates_palustris,1,Community,Amphibians
43,ambystoma_talpoideum,1,Community,Amphibians
43,ambystoma_maculatum,1,Community,Amphibians
43,lithobates_sphenocephalus,1,Community,Amphibians
43,ambystoma_opacum,1,Community,Amphibians
43,eurycea_paludicola,1,Community,Amphibians
43,eurycea_cirrigera,1,Community,Amphibians
43,dryophytes_cinereus,1,Community,Amphibians
43,scaphiopus_holbrookii,1,Community,Amphibians
43,notophthalmus_viridescens,1,Community,Amphibians
43,acris_gryllus,1,Community,Amphibians
43,dryophytes_chrysoscelis,1,Community,Amphibians
43,eurycea_guttolineata,1,Community,Amphibians
43,siren_intermedia,1,Community,Amphibians
43,dryophytes_avivoca,1,Community,Amphibians
43,anaxyrus_terrestris,1,Community,Amphibians
43,pseudotriton_ruber,1,Community,Amphibians
43,desmognathus_conanti,1,Community,Amphibians
43,amphiuma_tridactylum,1,Community,Amphibians
43,aquarana_catesbeianus,1,Community,Amphibians
43,pseudacris_fouquettei,1,Community,Amphibians
43,anaxyrus_fowleri,1,Community,Amphibians
43,pseudacris_crucifer,1,Community,Amphibians
43,dryophytes_femoralis,1,Community,Amphibians
43,plethodon_glutinosus,1,Community,Amphibians
43,acris_crepitans,1,Community,Amphibians
43,aquarana_clamitans,1,Community,Amphibians
43,desmognathus_valentinei,1,Community,Amphibians
43,gastrophryne_carolinensis,1,Community,Amphibians
44,nectophrynoides_,0,Community,Amphibians
44,stigmochelys_pardalis,1,Community,Amphibians
44,rieppeleon_brevicaudatus,1,Community,Amphibians
44,chamaeleo_anchietae,1,Community,Amphibians
44,hemidactylus_platycephalus,1,Community,Amphibians
44,chamaeleo_dilepis,1,Community,Amphibians
44,hemidactylus_mabouia,1,Community,Amphibians
44,varanus_niloticus,1,Community,Amphibians
44,meizodon_semiornatus,1,Community,Amphibians
44,trachylepis_striata,1,Community,Amphibians
44,broadleysaurus_major,1,Community,Amphibians
44,trachylepis_maculilabris,1,Community,Amphibians
44,aparallactus_lunulatus,1,Community,Amphibians
44,crotaphopeltis_hotamboeia,1,Community,Amphibians
44,dasypeltis_medici,1,Community,Amphibians
44,thelotornis_mossambicanus,1,Community,Amphibians
44,melanoseps_loveridgei,1,Community,Amphibians
44,atractaspis_bibronii,1,Community,Amphibians
44,agama_mossambica,1,Community,Amphibians
44,philothamnus_punctatus,1,Community,Amphibians
44,psammophis_angolensis,1,Community,Amphibians
44,trachylepis_planifrons,1,Community,Amphibians
44,trachylepis_varia,1,Community,Amphibians
44,trachylepis_varia,1,Community,Amphibians
44,trachylepis_varia,1,Community,Amphibians
44,trachylepis_varia,1,Community,Amphibians
44,trachylepis_varia,1,Community,Amphibians
44,afrotyphlops_dinga,1,Community,Amphibians
44,varanus_albigularis,1,Community,Amphibians
44,afrotyphlops_nigrocandidus,1,Community,Amphibians
44,philothamnus_angolensis,1,Community,Amphibians
44,ancylodactylus_uzungwae,1,Community,Amphibians
44,lygodactylus_angolensis,1,Community,Amphibians
44,lygodactylus_angularis,1,Community,Amphibians
44,agama_dodomae,1,Community,Amphibians
44,melanoseps_uzungwensis,1,Community,Amphibians
44,pseudaspis_cana,1,Community,Amphibians
44,chondrodactylus_laevigatus,1,Community,Amphibians
44,trioceros_goetzei,1,Community,Amphibians
44,lycodonomorphus_whytii,1,Community,Amphibians
44,natriciteres_olivacea,1,Community,Amphibians
44,dendroaspis_polylepis,1,Community,Amphibians
44,mochlus_sundevallii,1,Community,Amphibians
44,boaedon_fuliginosus,1,Community,Amphibians
44,lycophidion_capense,1,Community,Amphibians
44,dispholidus_typus,1,Community,Amphibians
44,chondrodactylus_turneri,1,Community,Amphibians
44,meroles_squamulosus,1,Community,Amphibians
44,bitis_arietans,1,Community,Amphibians
44,philothamnus_semivariegatus,1,Community,Amphibians
44,panaspis_wahlbergii,1,Community,Amphibians
44,crotaphopeltis_tornieri,1,Community,Amphibians
44,telescopus_semiannulatus,1,Community,Amphibians
44,naja_nigricollis,1,Community,Amphibians
44,lycophidion_depressirostre,1,Community,Amphibians
44,hemirhagerrhis_nototaenia,1,Community,Amphibians
44,psammophylax_variabilis,1,Community,Amphibians
44,python_natalensis,1,Community,Amphibians
44,python_sebae,1,Community,Amphibians
44,causus_rhombeatus,1,Community,Amphibians
44,causus_defilippii,1,Community,Amphibians
44,leptosiaphos_kilimensis,1,Community,Amphibians
44,philothamnus_hoplogaster,1,Community,Amphibians
44,chamaesaura_miopropus,1,Community,Amphibians
44,cordylus_tropidosternum,1,Community,Amphibians
44,ichnotropis_bivittata,1,Community,Amphibians
44,buhoma_procterae,1,Community,Amphibians
44,duberria_shirana,1,Community,Amphibians
44,psammophis_mossambicus,1,Community,Amphibians
44,dasypeltis_scabra,1,Community,Amphibians
44,acanthocercus_gregorii,1,Community,Amphibians
44,boaedon_capensis,1,Community,Amphibians
44,arvicanthis_neumanni,1,Community,Amphibians
44,lupulella_adustus,1,Community,Amphibians
44,cercopithecus_mitis,1,Community,Amphibians
44,mops_bivittatus,1,Community,Amphibians
44,colobus_angolensis,1,Community,Amphibians
44,crocuta_crocuta,1,Community,Amphibians
44,dasymys_incomtus,1,Community,Amphibians
44,diceros_bicornis,1,Community,Amphibians
44,paragalago_zanzibaricus,1,Community,Amphibians
44,grammomys_dolichurus,1,Community,Amphibians
44,grammomys_macmillani,1,Community,Amphibians
44,heliophobius_argenteocinereus,1,Community,Amphibians
44,heterohyrax_brucei,1,Community,Amphibians
44,hystrix_cristata,1,Community,Amphibians
44,kerivoula_argentata,1,Community,Amphibians
44,kerivoula_lanosa,1,Community,Amphibians
44,lavia_frons,1,Community,Amphibians
44,smutsia_temminckii,1,Community,Amphibians
44,mastomys_natalensis,1,Community,Amphibians
44,mus_minutoides,1,Community,Amphibians
44,myotis_bocagii,1,Community,Amphibians
44,myotis_tricolor,1,Community,Amphibians
44,nycteris_grandis,1,Community,Amphibians
44,nycteris_macrotis,1,Community,Amphibians
44,nycteris_thebaica,1,Community,Amphibians
44,otolemur_garnettii,1,Community,Amphibians
44,otomops_martiensseni,1,Community,Amphibians
44,panthera_pardus,1,Community,Amphibians
44,paraxerus_vexillarius,1,Community,Amphibians
44,paraxerus_flavovittis,1,Community,Amphibians
44,pelomys_fallax,1,Community,Amphibians
44,praomys_delectorum,1,Community,Amphibians
44,raphicerus_sharpei,1,Community,Amphibians
44,rattus_rattus,1,Community,Amphibians
44,redunca_arundinum,1,Community,Amphibians
44,redunca_redunca,1,Community,Amphibians
44,rhinolophus_landeri,1,Community,Amphibians
44,saccostomus_campestris,1,Community,Amphibians
44,scotoecus_albofuscus,1,Community,Amphibians
44,sylvicapra_grimmia,1,Community,Amphibians
44,syncerus_caffer,1,Community,Amphibians
44,thryonomys_swinderianus,1,Community,Amphibians
44,tragelaphus_scriptus,1,Community,Amphibians
44,tragelaphus_strepsiceros,1,Community,Amphibians
44,atelerix_albiventris,1,Community,Amphibians
44,crocidura_fuscomurina,1,Community,Amphibians
44,crocidura_nigrofusca,1,Community,Amphibians
44,crocidura_olivieri,1,Community,Amphibians
44,crocidura_turba,1,Community,Amphibians
44,suncus_megalura,1,Community,Amphibians
44,orycteropus_afer,1,Community,Amphibians
44,atilax_paludinosus,1,Community,Amphibians
44,herpestes_ichneumon,1,Community,Amphibians
44,mungos_mungo,1,Community,Amphibians
44,genetta_fieldiana,1,Community,Amphibians
44,phacochoerus_africanus,1,Community,Amphibians
44,potamochoerus_larvatus,1,Community,Amphibians
44,lepus_victoriae,1,Community,Amphibians
44,petrodromus_tetradactylus,1,Community,Amphibians
44,glauconycteris_argentata,1,Community,Amphibians
44,glauconycteris_variegata,1,Community,Amphibians
44,laephotis_capensis,1,Community,Amphibians
44,neoromicia_melckorum,1,Community,Amphibians
44,pseudoromicia_rendalli,1,Community,Amphibians
44,macronycteris_vittata,1,Community,Amphibians
44,mus_musculoides,1,Community,Amphibians
44,dendrohyrax_validus,1,Community,Amphibians
44,epomophorus_minor,1,Community,Amphibians
44,epomophorus_minor,1,Community,Amphibians
44,felis_lybica,1,Community,Amphibians
44,acinonyx_jubatus,1,Community,Amphibians
44,aepyceros_melampus,1,Community,Amphibians
44,aethomys_chrysophilus,1,Community,Amphibians
44,aethomys_kaiseri,1,Community,Amphibians
44,alcelaphus_buselaphus,1,Community,Amphibians
44,anomalurus_derbianus,1,Community,Amphibians
44,aonyx_capensis,1,Community,Amphibians
44,caracal_caracal,1,Community,Amphibians
44,philantomba_monticola,1,Community,Amphibians
44,cephalophus_harveyi,1,Community,Amphibians
44,dendrohyrax_arboreus,1,Community,Amphibians
44,eidolon_helvum,1,Community,Amphibians
44,epomophorus_wahlbergi,1,Community,Amphibians
44,galago_senegalensis,1,Community,Amphibians
44,hipposideros_ruber,1,Community,Amphibians
44,hippotragus_niger,1,Community,Amphibians
44,hystrix_africaeaustralis,1,Community,Amphibians
44,kobus_ellipsiprymnus,1,Community,Amphibians
44,laephotis_wintoni,1,Community,Amphibians
44,leptailurus_serval,1,Community,Amphibians
44,lycaon_pictus,1,Community,Amphibians
44,miniopterus_fraterculus,1,Community,Amphibians
44,mops_condylurus,1,Community,Amphibians
44,myotis_welwitschii,1,Community,Amphibians
44,nesotragus_moschatus,1,Community,Amphibians
44,oreotragus_oreotragus,1,Community,Amphibians
44,otocyon_megalotis,1,Community,Amphibians
44,otolemur_crassicaudatus,1,Community,Amphibians
44,panthera_leo,1,Community,Amphibians
44,rhinolophus_fumigatus,1,Community,Amphibians
44,rhinolophus_simulator,1,Community,Amphibians
44,rhinopoma_macinnesi,1,Community,Amphibians
44,rhynchocyon_cirnei,1,Community,Amphibians
44,scotoecus_hirundo,1,Community,Amphibians
44,scotophilus_nigrita,1,Community,Amphibians
44,scotophilus_viridis,1,Community,Amphibians
44,steatomys_pratensis,1,Community,Amphibians
44,tadarida_ventralis,1,Community,Amphibians
44,gerbilliscus_leucogaster,1,Community,Amphibians
44,gerbilliscus_validus,1,Community,Amphibians
44,thallomys_paedulcus,1,Community,Amphibians
44,tragelaphus_oryx,1,Community,Amphibians
44,uranomys_ruddi,1,Community,Amphibians
44,chrysochloris_stuhlmanni,1,Community,Amphibians
44,equus_quagga,1,Community,Amphibians
44,crocidura_hildegardeae,1,Community,Amphibians
44,crocidura_hirta,1,Community,Amphibians
44,crocidura_luna,1,Community,Amphibians
44,nandinia_binotata,1,Community,Amphibians
44,bdeogale_crassicauda,1,Community,Amphibians
44,herpestes_sanguineus,1,Community,Amphibians
44,helogale_parvula,1,Community,Amphibians
44,ichneumia_albicauda,1,Community,Amphibians
44,rhynchogale_melleri,1,Community,Amphibians
44,mellivora_capensis,1,Community,Amphibians
44,ictonyx_striatus,1,Community,Amphibians
44,poecilogale_albinucha,1,Community,Amphibians
44,civettictis_civetta,1,Community,Amphibians
44,genetta_genetta,1,Community,Amphibians
44,myonycteris_angolensis,1,Community,Amphibians
44,miniopterus_africanus,1,Community,Amphibians
44,afronycteris_nanus,1,Community,Amphibians
44,otomys_lacustris,1,Community,Amphibians
44,acomys_ngurui,1,Community,Amphibians
44,hylomyscus_arcimontensis,1,Community,Amphibians
44,lophuromys_machangui,1,Community,Amphibians
44,rhinolophus_hildebrandtii,1,Community,Amphibians
44,paragalago_granti,1,Community,Amphibians
44,papio_cynocephalus,1,Community,Amphibians
44,cricetomys_ansorgei,1,Community,Amphibians
44,crocidura_munissii,1,Community,Amphibians
44,chlorocebus_pygerythrus,1,Community,Amphibians
44,sclerophrys_pusilla,1,Community,Amphibians
44,arthroleptis_affinis,1,Community,Amphibians
44,ptychadena_taenioscelis,1,Community,Amphibians
44,phrynomantis_bifasciatus,1,Community,Amphibians
44,phrynobatrachus_mababiensis,1,Community,Amphibians
44,phrynobatrachus_acridoides,1,Community,Amphibians
44,hylarana_galamensis,1,Community,Amphibians
44,hyperolius_mitchelli,1,Community,Amphibians
44,chiromantis_xerampelina,1,Community,Amphibians
44,kassina_senegalensis,1,Community,Amphibians
44,hyperolius_substriatus,1,Community,Amphibians
44,pyxicephalus_edulis,1,Community,Amphibians
44,hyperolius_marginatus,1,Community,Amphibians
44,ptychadena_mossambica,1,Community,Amphibians
44,mertensophryne_micranotis,1,Community,Amphibians
44,ptychadena_schillukorum,1,Community,Amphibians
44,xenopus_muelleri,1,Community,Amphibians
44,ptychadena_anchietae,1,Community,Amphibians
44,sclerophrys_gutturalis,1,Community,Amphibians
44,leptopelis_bocagii,1,Community,Amphibians
44,hyperolius_glandicolor,1,Community,Amphibians
44,spelaeophryne_methneri,1,Community,Amphibians
44,probreviceps_loveridgei,1,Community,Amphibians
44,leptopelis_flavomaculatus,1,Community,Amphibians
44,afrixalus_quadrivittatus,1,Community,Amphibians
44,hyperolius_kivuensis,1,Community,Amphibians
44,amietia_nutti,1,Community,Amphibians
44,hildebrandtia_ornata,1,Community,Amphibians
44,afrixalus_stuhlmanni,1,Community,Amphibians
44,schismaderma_carens,1,Community,Amphibians
44,hemisus_marmoratus,1,Community,Amphibians
44,nectophrynoides_asperginis,1,Community,Amphibians
44,phrynobatrachus_natalensis,1,Community,Amphibians
44,hyperolius_tuberilinguis,1,Community,Amphibians
44,ptychadena_nilotica,1,Community,Amphibians
44,arthroleptis_stenodactylus,1,Community,Amphibians
44,ptychadena_uzungwensis,1,Community,Amphibians
44,ptychadena_porosissima,1,Community,Amphibians
44,arthroleptis_xenodactyloides,1,Community,Amphibians
44,mertensophryne_taitana,1,Community,Amphibians
44,ptychadena_oxyrhynchus,1,Community,Amphibians
45,boan,0,Community,Amphibians
45,erythrolamprus_atraventer,1,Community,Amphibians
45,caiman_latirostris,1,Community,Amphibians
45,tomodon_dorsatus,1,Community,Amphibians
45,amphisbaena_alba,1,Community,Amphibians
45,dibernardia_affinis,1,Community,Amphibians
45,xenopholis_scalaris,1,Community,Amphibians
45,tropidodryas_serra,1,Community,Amphibians
45,dipsas_ventrimaculata,1,Community,Amphibians
45,bothrops_itapetiningae,1,Community,Amphibians
45,urostrophus_grilli,1,Community,Amphibians
45,crotalus_durissus,1,Community,Amphibians
45,cercosaura_schreibersii,1,Community,Amphibians
45,bothrops_jararacussu,1,Community,Amphibians
45,caaeteboia_amarali,1,Community,Amphibians
45,mussurana_quimi,1,Community,Amphibians
45,lygophis_meridionalis,1,Community,Amphibians
45,uromacerina_ricardinii,1,Community,Amphibians
45,hemidactylus_mabouia,1,Community,Amphibians
45,boa_constrictor,1,Community,Amphibians
45,imantodes_cenchoa,1,Community,Amphibians
45,leptodeira_annulata,1,Community,Amphibians
45,oxyrhopus_petolarius,1,Community,Amphibians
45,enyalius_iheringii,1,Community,Amphibians
45,enyalius_perditus,1,Community,Amphibians
45,polychrus_acutirostris,1,Community,Amphibians
45,liotyphlops_ternetzii,1,Community,Amphibians
45,corallus_hortulana,1,Community,Amphibians
45,chironius_exoletus,1,Community,Amphibians
45,tantilla_melanocephala,1,Community,Amphibians
45,clelia_plumbea,1,Community,Amphibians
45,phimophis_guerini,1,Community,Amphibians
45,pseudoboa_nigra,1,Community,Amphibians
45,pseudoboa_serrana,1,Community,Amphibians
45,apostolepis_dimidiata,1,Community,Amphibians
45,atractus_zebrinus,1,Community,Amphibians
45,echinanthera_cyanopleura,1,Community,Amphibians
45,amnisiophis_amoenus,1,Community,Amphibians
45,helicops_carinicaudus,1,Community,Amphibians
45,helicops_infrataeniatus,1,Community,Amphibians
45,helicops_modestus,1,Community,Amphibians
45,oxyrhopus_trigeminus,1,Community,Amphibians
45,oxyrhopus_guibei,1,Community,Amphibians
45,phalotris_reticulatus,1,Community,Amphibians
45,dipsas_turgida,1,Community,Amphibians
45,dipsas_neuwiedi,1,Community,Amphibians
45,dibernardia_bilineata,1,Community,Amphibians
45,adelphostigma_occipitalis,1,Community,Amphibians
45,tropidodryas_striaticeps,1,Community,Amphibians
45,xenodon_merremii,1,Community,Amphibians
45,xenopholis_undulatus,1,Community,Amphibians
45,micrurus_decoratus,1,Community,Amphibians
45,micrurus_lemniscatus,1,Community,Amphibians
45,amerotyphlops_brongersmianus,1,Community,Amphibians
45,bothrops_neuwiedi,1,Community,Amphibians
45,bothrops_alternatus,1,Community,Amphibians
45,anolis_punctatus,1,Community,Amphibians
45,cercosaura_quadrilineata,1,Community,Amphibians
45,kentropyx_paulensis,1,Community,Amphibians
45,chironius_laevicollis,1,Community,Amphibians
45,chironius_quadricarinatus,1,Community,Amphibians
45,erythrolamprus_reginae,1,Community,Amphibians
45,erythrolamprus_typhlus,1,Community,Amphibians
45,notomabuya_frenata,1,Community,Amphibians
45,psychosaura_macrorhyncha,1,Community,Amphibians
45,tropidurus_itambere,1,Community,Amphibians
45,dipsas_alternans,1,Community,Amphibians
45,dipsas_bucephala,1,Community,Amphibians
45,erythrolamprus_almadensis,1,Community,Amphibians
45,erythrolamprus_frenatus,1,Community,Amphibians
45,diploglossus_fasciatus,1,Community,Amphibians
45,leposternon_microcephalum,1,Community,Amphibians
45,amphisbaena_prunicolor,1,Community,Amphibians
45,chironius_foveatus,1,Community,Amphibians
45,gomesophis_brasiliensis,1,Community,Amphibians
45,placosoma_glabellum,1,Community,Amphibians
45,dipsas_albifrons,1,Community,Amphibians
45,xenodon_neuwiedii,1,Community,Amphibians
45,liotyphlops_beui,1,Community,Amphibians
45,echinanthera_undulata,1,Community,Amphibians
45,erythrolamprus_jaegeri,1,Community,Amphibians
45,rhachidelus_brazili,1,Community,Amphibians
45,siphlophis_pulcher,1,Community,Amphibians
45,mesotes_strigatus,1,Community,Amphibians
45,placosoma_cordylinum,1,Community,Amphibians
45,mussurana_montana,1,Community,Amphibians
45,spilotes_pullatus,1,Community,Amphibians
45,leptophis_ahaetulla,1,Community,Amphibians
45,enyalius_brasiliensis,1,Community,Amphibians
45,urostrophus_vautieri,1,Community,Amphibians
45,ameiva_ameiva,1,Community,Amphibians
45,palusophis_bifossatus,1,Community,Amphibians
45,erythrolamprus_aesculapii,1,Community,Amphibians
45,siphlophis_longicaudatus,1,Community,Amphibians
45,epicrates_crassus,1,Community,Amphibians
45,atractus_reticulatus,1,Community,Amphibians
45,atractus_serranus,1,Community,Amphibians
45,atractus_trihedrurus,1,Community,Amphibians
45,boiruna_maculata,1,Community,Amphibians
45,chironius_flavolineatus,1,Community,Amphibians
45,dipsas_indica,1,Community,Amphibians
45,echinanthera_cephalostriata,1,Community,Amphibians
45,echinanthera_melanostigma,1,Community,Amphibians
45,elapomorphus_quinquelineatus,1,Community,Amphibians
45,oxyrhopus_clathratus,1,Community,Amphibians
45,oxyrhopus_rhombifer,1,Community,Amphibians
45,phalotris_mertensi,1,Community,Amphibians
45,philodryas_aestiva,1,Community,Amphibians
45,philodryas_agassizii,1,Community,Amphibians
45,philodryas_olfersii,1,Community,Amphibians
45,philodryas_patagoniensis,1,Community,Amphibians
45,ptychophis_flavovirgatus,1,Community,Amphibians
45,dipsas_mikanii,1,Community,Amphibians
45,sordellina_punctata,1,Community,Amphibians
45,dibernardia_persimilis,1,Community,Amphibians
45,dryophylax_hypoconia,1,Community,Amphibians
45,thamnodynastes_longicauda,1,Community,Amphibians
45,spilotes_sulphureus,1,Community,Amphibians
45,tropidophis_paucisquamis,1,Community,Amphibians
45,bothrops_jararaca,1,Community,Amphibians
45,cercosaura_ocellata,1,Community,Amphibians
45,chironius_bicarinatus,1,Community,Amphibians
45,chironius_fuscus,1,Community,Amphibians
45,erythrolamprus_miliaris,1,Community,Amphibians
45,aspronema_dorsivittatum,1,Community,Amphibians
45,dipsas_variegata,1,Community,Amphibians
45,erythrolamprus_poecilogyrus,1,Community,Amphibians
45,gymnodactylus_darwinii,1,Community,Amphibians
45,amphisbaena_mertensii,1,Community,Amphibians
45,micrurus_corallinus,1,Community,Amphibians
45,micrurus_frontalis,1,Community,Amphibians
45,simophis_rhinostoma,1,Community,Amphibians
45,amphisbaena_roberti,1,Community,Amphibians
45,amphisbaena_dubia,1,Community,Amphibians
45,amphisbaena_hogei,1,Community,Amphibians
45,atractus_pantostictus,1,Community,Amphibians
45,colobodactylus_taunayi,1,Community,Amphibians
45,ecpleopus_gaudichaudii,1,Community,Amphibians
45,heterodactylus_imbricatus,1,Community,Amphibians
45,apostolepis_assimilis,1,Community,Amphibians
45,akodon_cursor,1,Community,Amphibians
45,akodon_serrensis,1,Community,Amphibians
45,artibeus_fimbriatus,1,Community,Amphibians
45,artibeus_lituratus,1,Community,Amphibians
45,bibimys_labiosus,1,Community,Amphibians
45,necromys_lasiurus,1,Community,Amphibians
45,brachyteles_arachnoides,1,Community,Amphibians
45,bradypus_variegatus,1,Community,Amphibians
45,cabassous_tatouay,1,Community,Amphibians
45,caluromys_philander,1,Community,Amphibians
45,cerdocyon_thous,1,Community,Amphibians
45,chironectes_minimus,1,Community,Amphibians
45,chrotopterus_auritus,1,Community,Amphibians
45,chrysocyon_brachyurus,1,Community,Amphibians
45,dasypus_novemcinctus,1,Community,Amphibians
45,neoeptesicus_brasiliensis,1,Community,Amphibians
45,neoeptesicus_diminutus,1,Community,Amphibians
45,neoeptesicus_furinalis,1,Community,Amphibians
45,eumops_auripendulus,1,Community,Amphibians
45,eumops_perotis,1,Community,Amphibians
45,gracilinanus_microtarsus,1,Community,Amphibians
45,herpailurus_yagouaroundi,1,Community,Amphibians
45,lasiurus_cinereus,1,Community,Amphibians
45,lasiurus_ega,1,Community,Amphibians
45,leopardus_pardalis,1,Community,Amphibians
45,lontra_longicaudis,1,Community,Amphibians
45,macrophyllum_macrophyllum,1,Community,Amphibians
45,marmosops_incanus,1,Community,Amphibians
45,micronycteris_megalotis,1,Community,Amphibians
45,micronycteris_minuta,1,Community,Amphibians
45,micronycteris_schmidtorum,1,Community,Amphibians
45,mimon_bennettii,1,Community,Amphibians
45,cynomops_abrasus,1,Community,Amphibians
45,molossops_neglectus,1,Community,Amphibians
45,molossops_temminckii,1,Community,Amphibians
45,monodelphis_dimidiata,1,Community,Amphibians
45,monodelphis_iheringi,1,Community,Amphibians
45,myotis_nigricans,1,Community,Amphibians
45,myotis_riparius,1,Community,Amphibians
45,myrmecophaga_tridactyla,1,Community,Amphibians
45,nectomys_squamipes,1,Community,Amphibians
45,noctilio_leporinus,1,Community,Amphibians
45,nyctinomops_macrotis,1,Community,Amphibians
45,oligoryzomys_eliurus,1,Community,Amphibians
45,oxymycterus_hispidus,1,Community,Amphibians
45,phylloderma_stenops,1,Community,Amphibians
45,phyllostomus_discolor,1,Community,Amphibians
45,phyllostomus_hastatus,1,Community,Amphibians
45,platyrrhinus_recifinus,1,Community,Amphibians
45,trinomys_iheringi,1,Community,Amphibians
45,puma_concolor,1,Community,Amphibians
45,pygoderma_bilabiatum,1,Community,Amphibians
45,rhagomys_rufescens,1,Community,Amphibians
45,saccopteryx_leptura,1,Community,Amphibians
45,sciurus_aestuans,1,Community,Amphibians
45,speothos_venaticus,1,Community,Amphibians
45,wilfredomys_oenax,1,Community,Amphibians
45,juliomys_pictipes,1,Community,Amphibians
45,euryoryzomys_russatus,1,Community,Amphibians
45,didelphis_aurita,1,Community,Amphibians
45,metachirus_nudicaudatus,1,Community,Amphibians
45,mazama_bororo,1,Community,Amphibians
45,conepatus_chinga,1,Community,Amphibians
45,galictis_cuja,1,Community,Amphibians
45,eira_barbara,1,Community,Amphibians
45,pecari_tajacu,1,Community,Amphibians
45,tayassu_pecari,1,Community,Amphibians
45,tayassu_pecari,1,Community,Amphibians
45,sooretamys_angouya,1,Community,Amphibians
45,philander_frenatus,1,Community,Amphibians
45,phyllomys_medius,1,Community,Amphibians
45,sapajus_nigritus,1,Community,Amphibians
45,oxymycterus_dasytrichus,1,Community,Amphibians
45,leopardus_guttulus,1,Community,Amphibians
45,anoura_caudifer,1,Community,Amphibians
45,anoura_geoffroyi,1,Community,Amphibians
45,lasiurus_blossevillii,1,Community,Amphibians
45,dasyprocta_leporina,1,Community,Amphibians
45,monodelphis_americana,1,Community,Amphibians
45,coendou_prehensilis,1,Community,Amphibians
45,cuniculus_paca,1,Community,Amphibians
45,thaptomys_nigrita,1,Community,Amphibians
45,artibeus_obscurus,1,Community,Amphibians
45,artibeus_planirostris,1,Community,Amphibians
45,blarinomys_breviceps,1,Community,Amphibians
45,callithrix_aurita,1,Community,Amphibians
45,carollia_perspicillata,1,Community,Amphibians
45,cavia_fulgida,1,Community,Amphibians
45,chiroderma_doriae,1,Community,Amphibians
45,dasypus_septemcinctus,1,Community,Amphibians
45,delomys_dorsalis,1,Community,Amphibians
45,delomys_sublineatus,1,Community,Amphibians
45,desmodus_rotundus,1,Community,Amphibians
45,diaemus_youngii,1,Community,Amphibians
45,diclidurus_scutatus,1,Community,Amphibians
45,diphylla_ecaudata,1,Community,Amphibians
45,phyllomys_nigrispinus,1,Community,Amphibians
45,euphractus_sexcinctus,1,Community,Amphibians
45,euryzygomatomys_spinosus,1,Community,Amphibians
45,furipterus_horrens,1,Community,Amphibians
